"","entrezgene","uniprot_gn","ensembl_gene_id","external_gene_name","description"
"1610",NA,"","ENSTRUG00000001582","si:ch1073-396h14.1","si:ch1073-396h14.1 [Source:ZFIN;Acc:ZDB-GENE-070705-6]"
"1611",NA,"","ENSTRUG00000001583","",""
"1612",NA,"","ENSTRUG00000001584","",""
"1613",NA,"","ENSTRUG00000001585","si:ch73-233f7.1","si:ch73-233f7.1 [Source:ZFIN;Acc:ZDB-GENE-141215-5]"
"1614",NA,"","ENSTRUG00000001586","mgst3b","microsomal glutathione S-transferase 3b [Source:ZFIN;Acc:ZDB-GENE-061215-48]"
"1615",101068622,"","ENSTRUG00000001587","",""
"1616",101063654,"","ENSTRUG00000001588","c8g","complement component 8, gamma polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1898]"
"1617",101063432,"","ENSTRUG00000001588","c8g","complement component 8, gamma polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1898]"
"1618",101071195,"","ENSTRUG00000001589","ppp2r5d","protein phosphatase 2, regulatory subunit B', delta [Source:ZFIN;Acc:ZDB-GENE-040426-2568]"
"1619",NA,"","ENSTRUG00000001590","",""
"1620",NA,"","ENSTRUG00000001591","FBXO46","F-box protein 46 [Source:HGNC Symbol;Acc:HGNC:25069]"
"1621",NA,"","ENSTRUG00000001592","march11","membrane-associated ring finger (C3HC4) 11 [Source:ZFIN;Acc:ZDB-GENE-070912-276]"
"1622",NA,"","ENSTRUG00000001593","zgc:153913","zgc:153913 [Source:ZFIN;Acc:ZDB-GENE-061103-397]"
"1623",445939,"","ENSTRUG00000001594","tmt-opsin","Takifugu rubripes multiple tissue opsin (tmt-opsin), mRNA. [Source:RefSeq mRNA;Acc:NM_001032606]"
"1624",NA,"","ENSTRUG00000001595","psmb6","proteasome subunit beta 6 [Source:ZFIN;Acc:ZDB-GENE-990415-216]"
"1625",NA,"","ENSTRUG00000001596","mcm3","minichromosome maintenance complex component 3 [Source:ZFIN;Acc:ZDB-GENE-020419-4]"
"1626",NA,"","ENSTRUG00000001597","",""
"1627",NA,"","ENSTRUG00000001598","",""
"1628",NA,"","ENSTRUG00000001599","ing3","inhibitor of growth family, member 3 [Source:ZFIN;Acc:ZDB-GENE-040109-3]"
"1629",101069631,"","ENSTRUG00000001600","mitfa","microphthalmia-associated transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990910-11]"
"1630",NA,"","ENSTRUG00000001601","tdrd5","tudor domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-050208-502]"
"1631",101065380,"Q6E5T5","ENSTRUG00000001602","cldn1","claudin 1 [Source:ZFIN;Acc:ZDB-GENE-010328-11]"
"1632",NA,"","ENSTRUG00000001603","csrp2","cysteine and glycine-rich protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1863]"
"1633",NA,"","ENSTRUG00000001604","klhl33","kelch-like family member 33 [Source:ZFIN;Acc:ZDB-GENE-131016-4]"
"1634",NA,"","ENSTRUG00000001605","znf622","zinc finger protein 622 [Source:ZFIN;Acc:ZDB-GENE-050927-1]"
"1635",NA,"","ENSTRUG00000001606","",""
"1636",NA,"","ENSTRUG00000001607","",""
"1637",NA,"","ENSTRUG00000001608","",""
"1638",NA,"","ENSTRUG00000001609","dyrk4","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:ZFIN;Acc:ZDB-GENE-091015-3]"
"1639",NA,"","ENSTRUG00000001610","",""
"1640",NA,"","ENSTRUG00000001611","abcd3b","ATP-binding cassette, sub-family D (ALD), member 3b [Source:ZFIN;Acc:ZDB-GENE-050517-29]"
"1641",101074757,"","ENSTRUG00000001612","scin","scinderin [Source:ZFIN;Acc:ZDB-GENE-060503-6]"
"1642",NA,"","ENSTRUG00000001613","",""
"1643",NA,"","ENSTRUG00000001614","",""
"1644",NA,"","ENSTRUG00000001615","mccc2","methylcrotonoyl-CoA carboxylase 2 (beta) [Source:ZFIN;Acc:ZDB-GENE-040426-2493]"
"1645",101062957,"","ENSTRUG00000001616","kcna1b","potassium voltage-gated channel, shaker-related subfamily, member 1b [Source:ZFIN;Acc:ZDB-GENE-140515-1]"
"1646",NA,"","ENSTRUG00000001617","",""
"1647",NA,"","ENSTRUG00000001618","",""
"1648",101069292,"","ENSTRUG00000001619","shisa2b","shisa family member 2b [Source:ZFIN;Acc:ZDB-GENE-170119-1]"
"1649",NA,"","ENSTRUG00000001620","dedd","death effector domain containing [Source:ZFIN;Acc:ZDB-GENE-040718-386]"
"1650",NA,"","ENSTRUG00000001621","",""
"1651",NA,"","ENSTRUG00000001622","",""
"1652",NA,"","ENSTRUG00000001623","",""
"1653",NA,"","ENSTRUG00000001624","",""
"1654",NA,"","ENSTRUG00000001625","",""
"1655",NA,"","ENSTRUG00000001626","MYADM","myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]"
"1656",NA,"","ENSTRUG00000001627","IGKC","immunoglobulin kappa constant [Source:HGNC Symbol;Acc:HGNC:5716]"
"1657",105419818,"","ENSTRUG00000001628","",""
"1658",105419556,"","ENSTRUG00000001628","",""
"1659",105417715,"","ENSTRUG00000001628","",""
"1660",101079571,"","ENSTRUG00000001628","",""
"1661",101076884,"","ENSTRUG00000001628","",""
"1662",101076622,"","ENSTRUG00000001628","",""
"1663",101072058,"","ENSTRUG00000001628","",""
"1664",101071099,"","ENSTRUG00000001628","",""
"1665",101070694,"","ENSTRUG00000001628","",""
"1666",101070409,"","ENSTRUG00000001628","",""
"1667",101069245,"","ENSTRUG00000001628","",""
"1668",101068835,"","ENSTRUG00000001628","",""
"1669",101068156,"","ENSTRUG00000001628","",""
"1670",NA,"","ENSTRUG00000001629","",""
"1671",NA,"","ENSTRUG00000001630","hck","HCK proto-oncogene, Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-090313-72]"
"1672",NA,"","ENSTRUG00000001631","pold3","polymerase (DNA-directed), delta 3, accessory subunit [Source:ZFIN;Acc:ZDB-GENE-060512-59]"
"1673",NA,"Q1KKU1","ENSTRUG00000001632","csad","cysteine sulfinic acid decarboxylase [Source:ZFIN;Acc:ZDB-GENE-041114-36]"
"1674",101066743,"","ENSTRUG00000001633","plk3","polo-like kinase 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-6134]"
"1675",NA,"","ENSTRUG00000001634","ndufa4","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1962]"
"1676",NA,"","ENSTRUG00000001635","",""
"1677",NA,"","ENSTRUG00000001636","",""
"1678",NA,"","ENSTRUG00000001637","",""
"1679",101063207,"","ENSTRUG00000001638","washc4","WASH complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-100427-4]"
"1680",NA,"","ENSTRUG00000001639","",""
"1681",NA,"","ENSTRUG00000001640","",""
"1682",NA,"","ENSTRUG00000001641","vps26a","vacuolar protein sorting 26 homolog A (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-040426-1108]"
"1683",NA,"","ENSTRUG00000001642","si:ch211-132f19.7","si:ch211-132f19.7 [Source:ZFIN;Acc:ZDB-GENE-130530-619]"
"1684",NA,"","ENSTRUG00000001643","LEPROT","leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477]"
"1685",NA,"","ENSTRUG00000001644","",""
"1686",NA,"","ENSTRUG00000001645","",""
"1687",NA,"","ENSTRUG00000001646","rundc3ab","RUN domain containing 3Ab [Source:ZFIN;Acc:ZDB-GENE-040426-842]"
"1688",NA,"","ENSTRUG00000001647","megf8","multiple EGF-like-domains 8 [Source:ZFIN;Acc:ZDB-GENE-090730-1]"
"1689",NA,"","ENSTRUG00000001648","",""
"1690",NA,"","ENSTRUG00000001649","",""
"1691",NA,"","ENSTRUG00000001650","QPRT","quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]"
"1692",NA,"","ENSTRUG00000001651","",""
"1693",NA,"","ENSTRUG00000001652","zyx","zyxin [Source:ZFIN;Acc:ZDB-GENE-070928-18]"
"1694",NA,"","ENSTRUG00000001653","coq8b","coenzyme Q8B [Source:ZFIN;Acc:ZDB-GENE-060503-803]"
"1695",NA,"","ENSTRUG00000001654","zfand5a","zinc finger, AN1-type domain 5a [Source:ZFIN;Acc:ZDB-GENE-040426-1979]"
"1696",NA,"","ENSTRUG00000001655","ndufa9a","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9a [Source:ZFIN;Acc:ZDB-GENE-050320-20]"
"1697",NA,"","ENSTRUG00000001656","",""
"1698",NA,"","ENSTRUG00000001657","exosc8","exosome component 8 [Source:ZFIN;Acc:ZDB-GENE-030131-1736]"
"1699",NA,"","ENSTRUG00000001658","glod4","glyoxalase domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040912-38]"
"1700",NA,"","ENSTRUG00000001659","",""
"1701",NA,"","ENSTRUG00000001660","zgc:162544 (1 of many)",""
"1702",NA,"","ENSTRUG00000001661","",""
"1703",NA,"","ENSTRUG00000001662","",""
"1704",NA,"","ENSTRUG00000001663","",""
"1705",101071182,"","ENSTRUG00000001664","pym1","PYM homolog 1, exon junction complex associated factor [Source:ZFIN;Acc:ZDB-GENE-040426-1464]"
"1706",NA,"","ENSTRUG00000001665","",""
"1707",NA,"","ENSTRUG00000001666","",""
"1708",101071221,"","ENSTRUG00000001667","pcdhb","protocadherin b [Source:ZFIN;Acc:ZDB-GENE-020731-3]"
"1709",NA,"","ENSTRUG00000001668","zgc:162544 (1 of many)",""
"1710",NA,"","ENSTRUG00000001669","",""
"1711",NA,"","ENSTRUG00000001670","",""
"1712",NA,"","ENSTRUG00000001671","nedd8","neural precursor cell expressed, developmentally down-regulated 8 [Source:ZFIN;Acc:ZDB-GENE-030616-588]"
"1713",NA,"","ENSTRUG00000001672","",""
"1714",NA,"","ENSTRUG00000001673","",""
"1715",101071178,"","ENSTRUG00000001674","shprh","SNF2 histone linker PHD RING helicase [Source:ZFIN;Acc:ZDB-GENE-110512-2]"
"1716",NA,"","ENSTRUG00000001675","edaradd","EDAR-associated death domain [Source:ZFIN;Acc:ZDB-GENE-050114-5]"
"1717",NA,"","ENSTRUG00000001676","p2ry1","purinergic receptor P2Y1 [Source:ZFIN;Acc:ZDB-GENE-121004-2]"
"1718",NA,"","ENSTRUG00000001677","si:dkey-193b15.8","si:dkey-193b15.8 [Source:ZFIN;Acc:ZDB-GENE-070912-416]"
"1719",NA,"","ENSTRUG00000001678","ctbp2a","C-terminal binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-010130-2]"
"1720",101071719,"O57656","ENSTRUG00000001679","gpd1a","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:O57656]"
"1721",NA,"","ENSTRUG00000001680","rab10","RAB10, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-304]"
"1722",NA,"","ENSTRUG00000001681","",""
"1723",NA,"","ENSTRUG00000001682","atp8a2","ATPase phospholipid transporting 8A2 [Source:ZFIN;Acc:ZDB-GENE-100209-2]"
"1724",101069957,"","ENSTRUG00000001683","fam131c","family with sequence similarity 131, member C [Source:ZFIN;Acc:ZDB-GENE-050706-119]"
"1725",NA,"","ENSTRUG00000001684","mta3","metastasis associated 1 family, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6485]"
"1726",NA,"","ENSTRUG00000001685","fap","fibroblast activation protein, alpha [Source:ZFIN;Acc:ZDB-GENE-081104-439]"
"1727",NA,"","ENSTRUG00000001686","",""
"1728",NA,"","ENSTRUG00000001687","rdh10a","retinol dehydrogenase 10a [Source:ZFIN;Acc:ZDB-GENE-070112-2242]"
"1729",NA,"","ENSTRUG00000001688","",""
"1730",NA,"","ENSTRUG00000001689","prok1","prokineticin 1 [Source:ZFIN;Acc:ZDB-GENE-070928-34]"
"1731",NA,"","ENSTRUG00000001690","",""
"1732",101072567,"","ENSTRUG00000001691","pcdh2aa1","protocadherin 2 alpha a 1 [Source:ZFIN;Acc:ZDB-GENE-041118-13]"
"1733",NA,"","ENSTRUG00000001692","",""
"1734",105419818,"","ENSTRUG00000001693","",""
"1735",105419556,"","ENSTRUG00000001693","",""
"1736",105417715,"","ENSTRUG00000001693","",""
"1737",101079571,"","ENSTRUG00000001693","",""
"1738",101076884,"","ENSTRUG00000001693","",""
"1739",101076622,"","ENSTRUG00000001693","",""
"1740",101072058,"","ENSTRUG00000001693","",""
"1741",101071099,"","ENSTRUG00000001693","",""
"1742",101070694,"","ENSTRUG00000001693","",""
"1743",101070409,"","ENSTRUG00000001693","",""
"1744",101069245,"","ENSTRUG00000001693","",""
"1745",101068835,"","ENSTRUG00000001693","",""
"1746",101068156,"","ENSTRUG00000001693","",""
"1747",NA,"","ENSTRUG00000001694","clcnk","chloride channel K [Source:ZFIN;Acc:ZDB-GENE-040426-1379]"
"1748",NA,"","ENSTRUG00000001695","",""
"1749",NA,"","ENSTRUG00000001696","fbxo41","F-box protein 41 [Source:ZFIN;Acc:ZDB-GENE-090313-350]"
"1750",101073098,"","ENSTRUG00000001697","foxj1a","forkhead box J1a [Source:ZFIN;Acc:ZDB-GENE-060929-1178]"
"1751",NA,"","ENSTRUG00000001698","tmem50a","transmembrane protein 50A [Source:ZFIN;Acc:ZDB-GENE-040426-2937]"
"1752",NA,"","ENSTRUG00000001699","rbmx2","RNA binding motif protein, X-linked 2 [Source:ZFIN;Acc:ZDB-GENE-050626-88]"
"1753",NA,"","ENSTRUG00000001700","",""
"1754",105418476,"","ENSTRUG00000001701","",""
"1755",NA,"","ENSTRUG00000001702","",""
"1756",NA,"","ENSTRUG00000001703","",""
"1757",NA,"","ENSTRUG00000001704","",""
"1758",NA,"","ENSTRUG00000001705","slc7a8a","solute carrier family 7 (amino acid transporter light chain, L system), member 8a [Source:ZFIN;Acc:ZDB-GENE-121120-2]"
"1759",101074826,"","ENSTRUG00000001706","",""
"1760",NA,"","ENSTRUG00000001707","atrn","attractin [Source:ZFIN;Acc:ZDB-GENE-090312-21]"
"1761",NA,"","ENSTRUG00000001708","pkn2","protein kinase N2 [Source:ZFIN;Acc:ZDB-GENE-061207-42]"
"1762",NA,"","ENSTRUG00000001709","",""
"1763",NA,"","ENSTRUG00000001710","",""
"1764",NA,"","ENSTRUG00000001711","",""
"1765",NA,"","ENSTRUG00000001712","znf740b","zinc finger protein 740b [Source:ZFIN;Acc:ZDB-GENE-060929-660]"
"1766",101072522,"","ENSTRUG00000001713","",""
"1767",101076169,"","ENSTRUG00000001714","basp1","brain abundant, membrane attached signal protein 1 [Source:ZFIN;Acc:ZDB-GENE-070424-158]"
"1768",101064014,"","ENSTRUG00000001715","mrpl57","mitochondrial ribosomal protein L57 [Source:ZFIN;Acc:ZDB-GENE-040426-1745]"
"1769",101065890,"","ENSTRUG00000001716","H2AFZ","H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]"
"1770",101068443,"","ENSTRUG00000001717","",""
"1771",NA,"","ENSTRUG00000001718","AP2A2","adaptor related protein complex 2 alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:562]"
"1772",NA,"","ENSTRUG00000001719","",""
"1773",NA,"","ENSTRUG00000001720","",""
"1774",NA,"","ENSTRUG00000001721","",""
"1775",NA,"","ENSTRUG00000001722","",""
"1776",NA,"","ENSTRUG00000001723","fam161a","family with sequence similarity 161, member A [Source:ZFIN;Acc:ZDB-GENE-110310-1]"
"1777",101073014,"","ENSTRUG00000001724","si:ch73-379j16.2 (1 of many)","si:ch73-379j16.2 [Source:ZFIN;Acc:ZDB-GENE-141215-68]"
"1778",NA,"","ENSTRUG00000001725","kcnh1a","potassium voltage-gated channel, subfamily H (eag-related), member 1a [Source:ZFIN;Acc:ZDB-GENE-061226-1]"
"1779",NA,"","ENSTRUG00000001726","",""
"1780",NA,"","ENSTRUG00000001727","",""
"1781",101068438,"","ENSTRUG00000001728","",""
"1782",101066681,"","ENSTRUG00000001728","",""
"1783",NA,"","ENSTRUG00000001729","",""
"1784",NA,"","ENSTRUG00000001730","",""
"1785",105419818,"","ENSTRUG00000001731","",""
"1786",105419556,"","ENSTRUG00000001731","",""
"1787",105417715,"","ENSTRUG00000001731","",""
"1788",101079571,"","ENSTRUG00000001731","",""
"1789",101076884,"","ENSTRUG00000001731","",""
"1790",101076622,"","ENSTRUG00000001731","",""
"1791",101072058,"","ENSTRUG00000001731","",""
"1792",101071099,"","ENSTRUG00000001731","",""
"1793",101070694,"","ENSTRUG00000001731","",""
"1794",101070409,"","ENSTRUG00000001731","",""
"1795",101069245,"","ENSTRUG00000001731","",""
"1796",101068835,"","ENSTRUG00000001731","",""
"1797",101068156,"","ENSTRUG00000001731","",""
"1798",101069453,"","ENSTRUG00000001732","gng3","guanine nucleotide binding protein (G protein), gamma 3 [Source:ZFIN;Acc:ZDB-GENE-010705-1]"
"1799",NA,"","ENSTRUG00000001733","",""
"1800",NA,"","ENSTRUG00000001734","myo3a","myosin IIIA [Source:ZFIN;Acc:ZDB-GENE-041026-4]"
"1801",NA,"","ENSTRUG00000001735","exo1","exonuclease 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2828]"
"1802",NA,"","ENSTRUG00000001736","mpnd","MPN domain containing [Source:ZFIN;Acc:ZDB-GENE-060929-1162]"
"1803",NA,"","ENSTRUG00000001737","",""
"1804",NA,"","ENSTRUG00000001738","",""
"1805",NA,"","ENSTRUG00000001739","si:ch73-379j16.2 (1 of many)","si:ch73-379j16.2 [Source:ZFIN;Acc:ZDB-GENE-141215-68]"
"1806",101068241,"","ENSTRUG00000001740","gucy2f","guanylate cyclase 2F, retinal [Source:ZFIN;Acc:ZDB-GENE-011128-7]"
"1807",NA,"","ENSTRUG00000001741","",""
"1808",NA,"","ENSTRUG00000001742","",""
"1809",NA,"","ENSTRUG00000001743","",""
"1810",NA,"","ENSTRUG00000001744","",""
"1811",NA,"","ENSTRUG00000001745","drp2","dystrophin related protein 2 [Source:ZFIN;Acc:ZDB-GENE-070228-4]"
"1812",NA,"","ENSTRUG00000001746","",""
"1813",101064905,"","ENSTRUG00000001747","grid1a","glutamate receptor, ionotropic, delta 1a [Source:ZFIN;Acc:ZDB-GENE-120411-28]"
"1814",NA,"","ENSTRUG00000001748","cratb","carnitine O-acetyltransferase b [Source:ZFIN;Acc:ZDB-GENE-040912-162]"
"1815",101077669,"","ENSTRUG00000001749","",""
"1816",101078001,"","ENSTRUG00000001750","copz1","coatomer protein complex, subunit zeta 1 [Source:ZFIN;Acc:ZDB-GENE-000406-6]"
"1817",NA,"","ENSTRUG00000001751","",""
"1818",NA,"","ENSTRUG00000001752","",""
"1819",101067474,"","ENSTRUG00000001753","pnkp","polynucleotide kinase 3'-phosphatase [Source:ZFIN;Acc:ZDB-GENE-061013-433]"
"1820",101068802,"","ENSTRUG00000001754","ccdc22","coiled-coil domain containing 22 [Source:ZFIN;Acc:ZDB-GENE-050913-93]"
"1821",101068434,"","ENSTRUG00000001755","yipf4","Yip1 domain family, member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2253]"
"1822",NA,"","ENSTRUG00000001756","",""
"1823",NA,"","ENSTRUG00000001757","cd9a","CD9 molecule a [Source:ZFIN;Acc:ZDB-GENE-030131-1175]"
"1824",NA,"","ENSTRUG00000001758","",""
"1825",NA,"","ENSTRUG00000001759","",""
"1826",NA,"","ENSTRUG00000001760","",""
"1827",NA,"","ENSTRUG00000001761","snx3","sorting nexin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-921]"
"1828",NA,"","ENSTRUG00000001762","",""
"1829",NA,"","ENSTRUG00000001763","",""
"1830",446016,"","ENSTRUG00000001764","chrnb3b","cholinergic receptor, nicotinic, beta 3b (neuronal) [Source:ZFIN;Acc:ZDB-GENE-030102-4]"
"1831",NA,"","ENSTRUG00000001765","",""
"1832",NA,"","ENSTRUG00000001766","",""
"1833",NA,"","ENSTRUG00000001767","si:ch211-239f4.1","ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]"
"1834",NA,"","ENSTRUG00000001768","scmh1","Scm polycomb group protein homolog 1 [Source:ZFIN;Acc:ZDB-GENE-070410-82]"
"1835",101071088,"","ENSTRUG00000001769","mgat4b","mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B [Source:ZFIN;Acc:ZDB-GENE-040704-19]"
"1836",NA,"","ENSTRUG00000001770","slc16a4","solute carrier family 16, member 4 [Source:ZFIN;Acc:ZDB-GENE-070112-602]"
"1837",NA,"","ENSTRUG00000001771","zbtb12.1","zinc finger and BTB domain containing 12, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-060503-875]"
"1838",NA,"","ENSTRUG00000001772","ropn1l","rhophilin associated tail protein 1-like [Source:ZFIN;Acc:ZDB-GENE-040724-235]"
"1839",NA,"","ENSTRUG00000001773","",""
"1840",NA,"","ENSTRUG00000001774","lrch4","leucine-rich repeats and calponin homology (CH) domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-060503-749]"
"1841",NA,"","ENSTRUG00000001775","IL17REL","interleukin 17 receptor E like [Source:HGNC Symbol;Acc:HGNC:33808]"
"1842",NA,"","ENSTRUG00000001776","foxo6a","forkhead box O6 a [Source:ZFIN;Acc:ZDB-GENE-110914-126]"
"1843",NA,"","ENSTRUG00000001777","slc24a3 (1 of many)","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:ZFIN;Acc:ZDB-GENE-090312-67]"
"1844",NA,"","ENSTRUG00000001778","",""
"1845",NA,"","ENSTRUG00000001779","",""
"1846",NA,"","ENSTRUG00000001780","pigq","phosphatidylinositol glycan anchor biosynthesis, class Q [Source:ZFIN;Acc:ZDB-GENE-030131-9793]"
"1847",101069683,"","ENSTRUG00000001781","banf1","barrier to autointegration factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6657]"
"1848",NA,"","ENSTRUG00000001782","",""
"1849",NA,"","ENSTRUG00000001783","ush2a","Usher syndrome 2A (autosomal recessive, mild) [Source:ZFIN;Acc:ZDB-GENE-060503-794]"
"1850",NA,"","ENSTRUG00000001784","",""
"1851",NA,"","ENSTRUG00000001785","",""
"1852",101070814,"","ENSTRUG00000001786","scap","SREBF chaperone [Source:ZFIN;Acc:ZDB-GENE-040107-41]"
"1853",NA,"","ENSTRUG00000001787","",""
"1854",NA,"","ENSTRUG00000001788","bcl6ab","B-cell CLL/lymphoma 6a, genome duplicate b [Source:ZFIN;Acc:ZDB-GENE-030131-7523]"
"1855",NA,"","ENSTRUG00000001789","foxq1b","forkhead box Q1b [Source:ZFIN;Acc:ZDB-GENE-040426-2090]"
"1856",101067216,"","ENSTRUG00000001790","",""
"1857",101073554,"","ENSTRUG00000001791","mfsd11","major facilitator superfamily domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-050913-140]"
"1858",NA,"","ENSTRUG00000001792","aspa","aspartoacylase [Source:ZFIN;Acc:ZDB-GENE-080204-11]"
"1859",101071103,"","ENSTRUG00000001793","epha3","eph receptor A3 [Source:ZFIN;Acc:ZDB-GENE-010724-10]"
"1860",NA,"","ENSTRUG00000001794","",""
"1861",NA,"","ENSTRUG00000001795","",""
"1862",NA,"","ENSTRUG00000001796","msrb2","methionine sulfoxide reductase B2 [Source:ZFIN;Acc:ZDB-GENE-040426-2304]"
"1863",NA,"","ENSTRUG00000001797","",""
"1864",446001,"","ENSTRUG00000001798","tmc2b","Takifugu rubripes Tmc2-related protein 1 (LOC446001), mRNA. [Source:RefSeq mRNA;Acc:NM_001048037]"
"1865",NA,"","ENSTRUG00000001799","",""
"1866",105419925,"","ENSTRUG00000001800","",""
"1867",101079348,"","ENSTRUG00000001800","",""
"1868",101078439,"","ENSTRUG00000001800","",""
"1869",101077337,"","ENSTRUG00000001800","",""
"1870",101076854,"","ENSTRUG00000001800","",""
"1871",101070952,"","ENSTRUG00000001800","",""
"1872",101069577,"","ENSTRUG00000001800","",""
"1873",101068314,"","ENSTRUG00000001800","",""
"1874",101067470,"","ENSTRUG00000001800","",""
"1875",101066079,"","ENSTRUG00000001800","",""
"1876",101061620,"","ENSTRUG00000001800","",""
"1877",NA,"","ENSTRUG00000001801","acvr2aa","activin A receptor type 2Aa [Source:ZFIN;Acc:ZDB-GENE-980526-227]"
"1878",NA,"","ENSTRUG00000001802","",""
"1879",101077762,"","ENSTRUG00000001803","",""
"1880",NA,"","ENSTRUG00000001804","runx1t1","runt-related transcription factor 1; translocated to, 1 (cyclin D-related) [Source:ZFIN;Acc:ZDB-GENE-060929-164]"
"1881",101077228,"","ENSTRUG00000001805","inpp5kb","inositol polyphosphate-5-phosphatase Kb [Source:ZFIN;Acc:ZDB-GENE-100408-3]"
"1882",NA,"","ENSTRUG00000001806","",""
"1883",NA,"","ENSTRUG00000001807","armc3","armadillo repeat containing 3 [Source:ZFIN;Acc:ZDB-GENE-110614-1]"
"1884",NA,"","ENSTRUG00000001808","slc22a21","solute carrier family 22 (organic cation transporter), member 21 [Source:ZFIN;Acc:ZDB-GENE-091118-62]"
"1885",NA,"","ENSTRUG00000001809","zgc:172282","zgc:172282 [Source:ZFIN;Acc:ZDB-GENE-080219-38]"
"1886",101073784,"","ENSTRUG00000001810","exoc2","exocyst complex component 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1160]"
"1887",NA,"","ENSTRUG00000001811","",""
"1888",NA,"","ENSTRUG00000001812","gfer","growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060810-186]"
"1889",NA,"","ENSTRUG00000001813","zgc:136493","zgc:136493 [Source:ZFIN;Acc:ZDB-GENE-060512-216]"
"1890",101063919,"","ENSTRUG00000001814","kcnj13","potassium inwardly-rectifying channel, subfamily J, member 13 [Source:ZFIN;Acc:ZDB-GENE-070129-1]"
"1891",NA,"","ENSTRUG00000001815","",""
"1892",101073562,"","ENSTRUG00000001816","ccnd2a","cyclin D2, a [Source:ZFIN;Acc:ZDB-GENE-070424-30]"
"1893",NA,"","ENSTRUG00000001817","",""
"1894",NA,"","ENSTRUG00000001818","nsd1a","nuclear receptor binding SET domain protein 1a [Source:ZFIN;Acc:ZDB-GENE-080519-3]"
"1895",446052,"P53451","ENSTRUG00000001819","cct4","Takifugu rubripes chaperonin containing TCP1 subunit 4 (cct4), mRNA. [Source:RefSeq mRNA;Acc:NM_001032679]"
"1896",NA,"","ENSTRUG00000001820","",""
"1897",NA,"","ENSTRUG00000001821","c1qtnf6a","C1q and TNF related 6a [Source:ZFIN;Acc:ZDB-GENE-080108-3]"
"1898",101075707,"","ENSTRUG00000001822","zgc:112255","zgc:112255 [Source:ZFIN;Acc:ZDB-GENE-050522-57]"
"1899",NA,"","ENSTRUG00000001823","sh3pxd2b","SH3 and PX domains 2B [Source:ZFIN;Acc:ZDB-GENE-060810-52]"
"1900",NA,"","ENSTRUG00000001824","dmrta2","DMRT-like family A2 [Source:ZFIN;Acc:ZDB-GENE-041116-2]"
"1901",NA,"","ENSTRUG00000001825","",""
"1902",NA,"","ENSTRUG00000001826","",""
"1903",101079484,"","ENSTRUG00000001827","npbwr2a","neuropeptides B/W receptor 2a [Source:ZFIN;Acc:ZDB-GENE-091118-42]"
"1904",NA,"","ENSTRUG00000001828","ptch2","patched 2 [Source:ZFIN;Acc:ZDB-GENE-980526-44]"
"1905",NA,"","ENSTRUG00000001829","retreg1","reticulophagy regulator 1 [Source:ZFIN;Acc:ZDB-GENE-130221-1]"
"1906",NA,"","ENSTRUG00000001830","",""
"1907",NA,"","ENSTRUG00000001831","LRFN4","leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]"
"1908",NA,"","ENSTRUG00000001832","",""
