"","entrezgene","uniprotswissprot","ensembl_gene_id","external_gene_name","description"
"728",3772149,"P02299","FBgn0053812","His3:CG33812",""
"729",3772189,"P02299","FBgn0053812","His3:CG33812",""
"730",3771959,"P02299","FBgn0053812","His3:CG33812",""
"731",50224,"","FBgn0040751","CG13018",""
"732",3355094,"","FBgn0039958","CG12567",""
"733",43539,"","FBgn0051036","CG31036",""
"734",318935,"","FBgn0260954","CG42586",""
"735",8673977,"","FBgn0260954","CG42586",""
"736",36938,"","FBgn0034201","CG17290",""
"737",37109,"","FBgn0063496","GstE4","Glutathione S transferase E4 [Source:FlyBase;Acc:FBgn0063496]"
"738",34610,"Q9VKD6","FBgn0032390","dgt2","dim gamma-tubulin 2 [Source:FlyBase;Acc:FBgn0032390]"
"739",33077,"","FBgn0031144","CG1529",""
"740",40860,"","FBgn0037481","MAGE",""
"741",40391,"","FBgn0037098","Wnk","Wnk kinase [Source:FlyBase;Acc:FBgn0037098]"
"742",3885570,"","FBgn0054015","CG34015",""
"743",35767,"P40808","FBgn0013308","Odc2","Ornithine decarboxylase 2 [Source:FlyBase;Acc:FBgn0013308]"
"744",319019,"","FBgn0051907","CG31907",""
"745",3885594,"","FBgn0053998","CG33998",""
"746",36022,"Q6NN40","FBgn0033457","Ntmt","N-terminal methyltransferase [Source:FlyBase;Acc:FBgn0033457]"
"747",40085,"Q9VVW8","FBgn0036848","CG10424",""
"748",41453,"","FBgn0037974","CG12224",""
"749",36054,"","FBgn0033483","egr","eiger [Source:FlyBase;Acc:FBgn0033483]"
"750",36054,"Q8MUJ1","FBgn0033483","egr","eiger [Source:FlyBase;Acc:FBgn0033483]"
"751",3771756,"","FBgn0038033","CG10097",""
"752",45247,"","FBgn0028662","VhaPPA1-1","Vacuolar H[+] ATPase PPA1 subunit 1 [Source:FlyBase;Acc:FBgn0028662]"
"753",41965,"Q9VEX9","FBgn0024491","Bin1","Bicoid interacting protein 1 [Source:FlyBase;Acc:FBgn0024491]"
"754",31351,"","FBgn0029689","CG6428",""
"755",40012,"","FBgn0036784","CG5103",""
"756",31682,"","FBgn0029957","CG12155",""
"757",3772382,"","FBgn0086690","Plp","Pericentrin-like protein [Source:FlyBase;Acc:FBgn0086690]"
"758",5740606,"","FBgn0085458","CG34429",""
"759",33199,"Q9VPN2","FBgn0025686","Amnionless",""
"760",3772345,"P84051","FBgn0053865","His2A:CG33865",""
"761",3771783,"P84051","FBgn0053865","His2A:CG33865",""
"762",3772541,"P84051","FBgn0053865","His2A:CG33865",""
"763",3772351,"P84051","FBgn0053865","His2A:CG33865",""
"764",3772632,"P84051","FBgn0053865","His2A:CG33865",""
"765",318855,"P84051","FBgn0053865","His2A:CG33865",""
"766",3772148,"P84051","FBgn0053865","His2A:CG33865",""
"767",3772565,"P84051","FBgn0053865","His2A:CG33865",""
"768",3772278,"P84051","FBgn0053865","His2A:CG33865",""
"769",3772448,"P84051","FBgn0053865","His2A:CG33865",""
"770",3772447,"P84051","FBgn0053865","His2A:CG33865",""
"771",3772360,"P84051","FBgn0053865","His2A:CG33865",""
"772",3771774,"P84051","FBgn0053865","His2A:CG33865",""
"773",3772505,"P84051","FBgn0053865","His2A:CG33865",""
"774",3771785,"P84051","FBgn0053865","His2A:CG33865",""
"775",3772618,"P84051","FBgn0053865","His2A:CG33865",""
"776",3772282,"P84051","FBgn0053865","His2A:CG33865",""
"777",44011,"","FBgn0003174","pwn","pawn [Source:FlyBase;Acc:FBgn0003174]"
"778",32566,"Q9VXK6","FBgn0030719","eIF5","eukaryotic translation initiation factor 5 [Source:FlyBase;Acc:FBgn0030719]"
"779",37811,"","FBgn0034940","CG16787",""
"780",34699,"","FBgn0032467","CG9934",""
"781",36430,"","FBgn0033787","CG13321",""
"782",34073,"Q9VLW2","FBgn0031955","CG14535",""
"783",246556,"","FBgn0050350","CG30350",""
"784",3885619,"","FBgn0054011","CG34011",""
"785",43105,"","FBgn0051092","LpR2","Lipophorin receptor 2 [Source:FlyBase;Acc:FBgn0051092]"
"786",37944,"","FBgn0035044","CG3663",""
"787",31349,"","FBgn0029687","Vap33","VAMP-associated protein 33kDa [Source:FlyBase;Acc:FBgn0029687]"
"788",36025,"","FBgn0033460","Sec24AB","Secretory 24AB [Source:FlyBase;Acc:FBgn0033460]"
"789",43472,"","FBgn0039664","CG2006",""
"790",37330,"","FBgn0034528","CG11180",""
"791",12797913,"","FBgn0262528","CG43082",""
"792",NA,"Q9VH08","FBgn0037802","Sirt6","Sirtuin 6 [Source:FlyBase;Acc:FBgn0037802]"
"793",36695,"","FBgn0034007","ND-51L2","NADH dehydrogenase (ubiquinone) 51 kDa subunit-like 2 [Source:FlyBase;Acc:FBgn0034007]"
"794",38716,"","FBgn0035690","CG10274",""
"795",39651,"P54399","FBgn0014002","Pdi","Protein disulfide isomerase [Source:FlyBase;Acc:FBgn0014002]"
"796",318744,"","FBgn0051454","CG31454",""
"797",35907,"","FBgn0033364","CG13747",""
"798",117336,"Q8IMN6","FBgn0046886","Gr98c","Gustatory receptor 98c [Source:FlyBase;Acc:FBgn0046886]"
"799",31933,"","FBgn0052694","CG32694",""
"800",7354436,"","FBgn0259741","CG42395",""
"801",38067,"","FBgn0001316","klar","klarsicht [Source:FlyBase;Acc:FBgn0001316]"
"802",31252,"O76879","FBgn0000092","CG2650",""
"803",8673963,"","FBgn0261060","Sfp93F","Seminal fluid protein 93F [Source:FlyBase;Acc:FBgn0261060]"
"804",43092,"","FBgn0039349","Ssadh","Succinic semialdehyde dehydrogenase [Source:FlyBase;Acc:FBgn0039349]"
"805",39357,"","FBgn0036230","CG11570",""
"806",32076,"","FBgn0030292","CG11752",""
"807",36757,"","FBgn0034057","CG8314",""
"808",40129,"","FBgn0005564","Shal","Shaker cognate l [Source:FlyBase;Acc:FBgn0005564]"
"809",40129,"P17971","FBgn0005564","Shal","Shaker cognate l [Source:FlyBase;Acc:FBgn0005564]"
"810",41022,"P32748","FBgn0000447","Dhod","Dihydroorotate dehydrogenase [Source:FlyBase;Acc:FBgn0000447]"
"811",40900,"P52487","FBgn0017456","Ubc84D","Ubiquitin conjugating enzyme 84D [Source:FlyBase;Acc:FBgn0017456]"
"812",35231,"","FBgn0032790","CG10194",""
"813",33195,"","FBgn0086855","CG17078",""
"814",10178861,"","FBgn0261837","pre-mod(mdg4)-T",""
"815",53511,"","FBgn0040260","Ugt36Bc",""
"816",43664,"","FBgn0020912","Ptx1",""
"817",43664,"O18400","FBgn0020912","Ptx1",""
"818",35576,"Q7K0E3","FBgn0259483","Mob4","MOB kinase activator 4 [Source:FlyBase;Acc:FBgn0259483]"
"819",35576,"","FBgn0259483","Mob4","MOB kinase activator 4 [Source:FlyBase;Acc:FBgn0259483]"
"820",38343,"","FBgn0035372","CG12093",""
"821",31728,"","FBgn0029996","UbcE2H","Ubiquitin conjugating enzyme E2H [Source:FlyBase;Acc:FBgn0029996]"
"822",43088,"","FBgn0261287","ymp","yellow-emperor [Source:FlyBase;Acc:FBgn0261287]"
"823",32194,"","FBgn0030390","CG15731",""
"824",4379892,"","FBgn0083972","CG34136",""
"825",317924,"","FBgn0052221","CG32221",""
"826",38954,"","FBgn0035888","CG7120",""
"827",38195,"","FBgn0035246","CG13928",""
"828",3772276,"P02283","FBgn0061209","His2B:CG17949",""
"829",3772575,"P02283","FBgn0061209","His2B:CG17949",""
"830",3771809,"P02283","FBgn0061209","His2B:CG17949",""
"831",3772271,"P02283","FBgn0061209","His2B:CG17949",""
"832",3772099,"P02283","FBgn0061209","His2B:CG17949",""
"833",3772248,"P02283","FBgn0061209","His2B:CG17949",""
"834",3772081,"P02283","FBgn0061209","His2B:CG17949",""
"835",3772203,"P02283","FBgn0061209","His2B:CG17949",""
"836",3772058,"P02283","FBgn0061209","His2B:CG17949",""
"837",3771891,"P02283","FBgn0061209","His2B:CG17949",""
"838",3772336,"P02283","FBgn0061209","His2B:CG17949",""
"839",3772104,"P02283","FBgn0061209","His2B:CG17949",""
"840",3772013,"P02283","FBgn0061209","His2B:CG17949",""
"841",3772265,"P02283","FBgn0061209","His2B:CG17949",""
"842",3772299,"P02283","FBgn0061209","His2B:CG17949",""
"843",3772083,"P02283","FBgn0061209","His2B:CG17949",""
"844",326273,"P02283","FBgn0061209","His2B:CG17949",""
"845",3771957,"P02283","FBgn0061209","His2B:CG17949",""
"846",3772496,"P02283","FBgn0061209","His2B:CG17949",""
"847",3772502,"P02283","FBgn0061209","His2B:CG17949",""
"848",3772094,"P02283","FBgn0061209","His2B:CG17949",""
"849",3772166,"P02283","FBgn0061209","His2B:CG17949",""
"850",3772264,"P02283","FBgn0061209","His2B:CG17949",""
"851",NA,"P91875","FBgn0019938","RpI1","RNA polymerase I subunit [Source:FlyBase;Acc:FBgn0019938]"
"852",35938,"","FBgn0259728","CG42382",""
"853",40150,"","FBgn0260653","serp","serpentine [Source:FlyBase;Acc:FBgn0260653]"
"854",35075,"","FBgn0261358","CG42635",""
"855",37524,"","FBgn0034697","GM130","Golgi matrix protein 130 kD [Source:FlyBase;Acc:FBgn0034697]"
"856",31928,"","FBgn0030164","CG1889",""
"857",37735,"","FBgn0260455","CG10332",""
"858",39836,"P45843","FBgn0003515","st","scarlet [Source:FlyBase;Acc:FBgn0003515]"
"859",36427,"","FBgn0033785","Sans","Scaffold protein containing ankyrin repeats and SAM domain [Source:FlyBase;Acc:FBgn0033785]"
"860",38473,"","FBgn0035484","CG11594",""
"861",40612,"","FBgn0250839","CG2016",""
"862",40579,"","FBgn0040466","Dlip2","Dorsal interacting protein 2 [Source:FlyBase;Acc:FBgn0040466]"
"863",40979,"","FBgn0037565","CG9626",""
"864",34386,"","FBgn0267365","l(2)SH0834","lethal (2) SH0834 [Source:FlyBase;Acc:FBgn0267365]"
"865",34303,"","FBgn0032150","CG13123",""
"866",50257,"","FBgn0040784","karr",""
"867",38330,"","FBgn0035360","CG1246",""
"868",32631,"Q9VXE5","FBgn0025743","mbt","mushroom bodies tiny [Source:FlyBase;Acc:FBgn0025743]"
"869",43842,"Q7KQM6","FBgn0039936","Gyf","Gigyf [Source:FlyBase;Acc:FBgn0039936]"
"870",43842,"","FBgn0039936","Gyf","Gigyf [Source:FlyBase;Acc:FBgn0039936]"
"871",246467,"","FBgn0050120","CG30120",""
"872",35578,"","FBgn0033095","CG3409",""
"873",32312,"","FBgn0086674","Tango13","Transport and Golgi organization 13 [Source:FlyBase;Acc:FBgn0086674]"
"874",32312,"Q9VYB7","FBgn0086674","Tango13","Transport and Golgi organization 13 [Source:FlyBase;Acc:FBgn0086674]"
"875",38337,"","FBgn0264606","Fife",""
"876",36968,"","FBgn0034225","veil",""
"877",43216,"","FBgn0039449","CG6425",""
"878",38893,"","FBgn0035833","CG7565",""
"879",41410,"","FBgn0037936","CG6908",""
"880",5740752,"A8DYY5","FBgn0085212","CG34183",""
"881",41291,"C0HK95","FBgn0266451","fau",""
"882",42258,"","FBgn0038653","CG18208",""
"883",37697,"","FBgn0034849","CG3500",""
"884",37940,"","FBgn0035041","CG13594",""
"885",40197,"","FBgn0036936","CG14185",""
"886",40352,"","FBgn0037067","Cpr78Ca","Cuticular protein 78Ca [Source:FlyBase;Acc:FBgn0037067]"
"887",36978,"","FBgn0263197","Patronin",""
"888",36978,"A1ZAU8","FBgn0263197","Patronin",""
"889",39796,"","FBgn0036600","CG13043",""
"890",40832,"P07548","FBgn0000439","Dfd","Deformed [Source:FlyBase;Acc:FBgn0000439]"
"891",31042,"","FBgn0040340","TRAM",""
"892",35168,"","FBgn0032741","Sidpn","similar to Deadpan [Source:FlyBase;Acc:FBgn0032741]"
"893",37500,"","FBgn0034674","CG9304",""
"894",59141,"","FBgn0042102","CG18745",""
"895",36347,"","FBgn0033724","CG8501",""
"896",2768895,"","FBgn0085361","CG34332",""
"897",34184,"","FBgn0032051","CG13097",""
"898",19835876,"","FBgn0265201","CG44261",""
"899",33750,"","FBgn0031690","CG7742",""
"900",34336,"","FBgn0027600","obst-B","obstructor-B [Source:FlyBase;Acc:FBgn0027600]"
"901",31046,"","FBgn0040349","CG3699",""
"902",318223,"","FBgn0052814","CG32814",""
"903",43352,"","FBgn0039560","BOD1","Biorientation Defective 1 [Source:FlyBase;Acc:FBgn0039560]"
"904",39109,"Q9VT08","FBgn0036009","Or67a","Odorant receptor 67a [Source:FlyBase;Acc:FBgn0036009]"
"905",40560,"","FBgn0052944","CG32944",""
"906",26067041,"","FBgn0267490","Mst77Y-4","Male-specific transcript 77Y 4 [Source:FlyBase;Acc:FBgn0267490]"
"907",37904,"","FBgn0035009","CG16837",""
"908",33545,"","FBgn0031520","CG8837",""
"909",39703,"","FBgn0004590","Eig71Ec","Ecdysone-induced gene 71Ec [Source:FlyBase;Acc:FBgn0004590]"
"910",326224,"","FBgn0052601","betaNACtes3","Nascent-associated complex beta-subunit-like, testis 3 [Source:FlyBase;Acc:FBgn0052601]"
"911",39846,"","FBgn0250814","UQCR-C2","Ubiquinol-cytochrome c reductase core protein 2 [Source:FlyBase;Acc:FBgn0250814]"
"912",36683,"","FBgn0033996","CG11807",""
"913",37276,"","FBgn0034480","CG16898",""
"914",19834832,"","FBgn0266163","CG44869",""
"915",39666,"Q9VUN3","FBgn0036497","Ran-like",""
"916",318222,"","FBgn0052811","CG32811",""
"917",37222,"","FBgn0034437","CG10051",""
"918",32294,"Q9VYD7","FBgn0030480","Tim9a",""
"919",40374,"P32027","FBgn0014143","croc","crocodile [Source:FlyBase;Acc:FBgn0014143]"
"920",33200,"","FBgn0031247","CG11562",""
"921",43342,"","FBgn0039552","CG12426",""
"922",32902,"","FBgn0030990","CG7556",""
"923",31684,"","FBgn0029959","Rab39",""
"924",251937,"","FBgn0047351","CG31468",""
"925",37533,"","FBgn0034705","CG11170",""
"926",34838,"Q9V3Y3","FBgn0261534","l(2)34Fc","lethal (2) 34Fc [Source:FlyBase;Acc:FBgn0261534]"
"927",32775,"","FBgn0030882","GSS","Glutathione Synthetase [Source:FlyBase;Acc:FBgn0030882]"
"928",318053,"","FBgn0030882","GSS","Glutathione Synthetase [Source:FlyBase;Acc:FBgn0030882]"
"929",45881,"Q7KBL8","FBgn0001276","ix","intersex [Source:FlyBase;Acc:FBgn0001276]"
"930",42629,"","FBgn0038960","CG13855",""
"931",36266,"","FBgn0033659","Damm","Death associated molecule related to Mch2 caspase [Source:FlyBase;Acc:FBgn0033659]"
"932",10178958,"","FBgn0261996","CG42814",""
"933",117467,"P83118","FBgn0045443","mthl11","methuselah-like 11 [Source:FlyBase;Acc:FBgn0045443]"
"934",117467,"","FBgn0045443","mthl11","methuselah-like 11 [Source:FlyBase;Acc:FBgn0045443]"
"935",39408,"","FBgn0036277","CG10418",""
"936",42587,"P91928","FBgn0019960","Mitofilin",""
"937",246530,"","FBgn0050287","CG30287",""
"938",12798001,"","FBgn0262960","CG43271",""
"939",31647,"","FBgn0000330","cm","carmine [Source:FlyBase;Acc:FBgn0000330]"
"940",37235,"P46222","FBgn0013325","RpL11","Ribosomal protein L11 [Source:FlyBase;Acc:FBgn0013325]"
"941",318138,"","FBgn0052643","CG32643",""
"942",41018,"P81924","FBgn0026399","Or85e","Odorant receptor 85e [Source:FlyBase;Acc:FBgn0026399]"
"943",42803,"P14773","FBgn0263782","Hmgcr","HMG Coenzyme A reductase [Source:FlyBase;Acc:FBgn0263782]"
"944",38725,"","FBgn0035695","CG10226",""
"945",36851,"","FBgn0034138","RpS15","Ribosomal protein S15 [Source:FlyBase;Acc:FBgn0034138]"
"946",33963,"","FBgn0042092","CG13773",""
"947",3771860,"","FBgn0053752","CG33752",""
"948",39095,"","FBgn0035997","phol","pleiohomeotic like [Source:FlyBase;Acc:FBgn0035997]"
"949",38581,"","FBgn0027085","LeuRS-m","Leucyl-tRNA synthetase, mitochondrial [Source:FlyBase;Acc:FBgn0027085]"
"950",19835659,"","FBgn0267048","CG45492",""
"951",33180,"","FBgn0031229","CG3436",""
"952",37255,"","FBgn0034460","CG18367",""
"953",10178805,"","FBgn0261506","CG42654",""
"954",37681,"","FBgn0034834","LS2","Large Subunit 2 [Source:FlyBase;Acc:FBgn0034834]"
"955",36121,"","FBgn0033538","CG11883",""
"956",40435,"","FBgn0037139","CG14563",""
"957",34778,"","FBgn0028541","TM9SF4","Transmembrane 9 superfamily protein member 4 [Source:FlyBase;Acc:FBgn0028541]"
"958",34497,"","FBgn0260454","CG17139",""
"959",40400,"","FBgn0037106","CG11307",""
"960",41973,"Q8IH00","FBgn0261286","Mat89Ba","Maternal transcript 89Ba [Source:FlyBase;Acc:FBgn0261286]"
"961",42875,"","FBgn0039163","CG5515",""
"962",42817,"","FBgn0015513","mbc","myoblast city [Source:FlyBase;Acc:FBgn0015513]"
"963",3771730,"","FBgn0053666","CG33666",""
"964",48312,"Q24320","FBgn0003275","RpII18","RNA polymerase II 18kD subunit [Source:FlyBase;Acc:FBgn0003275]"
"965",38013,"Q9W0V7","FBgn0052475","mthl8","methuselah-like 8 [Source:FlyBase;Acc:FBgn0052475]"
"966",36081,"","FBgn0033501","CG12911",""
"967",326167,"","FBgn0051860","ZnT33D","Zinc transporter 33D [Source:FlyBase;Acc:FBgn0051860]"
"968",38019,"","FBgn0035099","CG6845",""
"969",41379,"","FBgn0037906","PGRP-LB","Peptidoglycan recognition protein LB [Source:FlyBase;Acc:FBgn0037906]"
"970",41379,"Q8INK6","FBgn0037906","PGRP-LB","Peptidoglycan recognition protein LB [Source:FlyBase;Acc:FBgn0037906]"
"971",38277,"","FBgn0035312","CG15820",""
"972",43757,"Q9V9S8","FBgn0266268","FeCH","Ferrochelatase [Source:FlyBase;Acc:FBgn0266268]"
"973",43757,"","FBgn0266268","FeCH","Ferrochelatase [Source:FlyBase;Acc:FBgn0266268]"
"974",41135,"","FBgn0043791","phu","phurba tashi [Source:FlyBase;Acc:FBgn0043791]"
"975",39363,"","FBgn0036236","CG6931",""
"976",37173,"","FBgn0034397","CG15082",""
"977",34987,"","FBgn0259735","CG42389",""
"978",38355,"","FBgn0035383","CPT2","Carnitine palmitoyltransferase 2 [Source:FlyBase;Acc:FBgn0035383]"
"979",39597,"","FBgn0036436","CG4914",""
"980",2768836,"","FBgn0259878","Fs","Follistatin [Source:FlyBase;Acc:FBgn0259878]"
"981",40386,"Q7K0L4","FBgn0037094","CG7611",""
"982",40373,"","FBgn0037084","Syx6","Syntaxin 6 [Source:FlyBase;Acc:FBgn0037084]"
"983",32552,"","FBgn0030706","Lrp4","LDL receptor related protein 4 [Source:FlyBase;Acc:FBgn0030706]"
"984",38345,"","FBgn0035374","mRpS35","mitochondrial ribosomal protein S35 [Source:FlyBase;Acc:FBgn0035374]"
"985",44039,"","FBgn0267698","Pak","p21-activated kinase [Source:FlyBase;Acc:FBgn0267698]"
"986",41855,"","FBgn0038316","CG6276",""
"987",37316,"","FBgn0034514","CG13427",""
"988",37128,"","FBgn0034354","GstE11","Glutathione S transferase E11 [Source:FlyBase;Acc:FBgn0034354]"
"989",33403,"","FBgn0031403","CG15387",""
"990",34853,"","FBgn0028855","CG15282",""
"991",2768724,"","FBgn0053475","CG33475",""
"992",37973,"P20009","FBgn0000157","Dll","Distal-less [Source:FlyBase;Acc:FBgn0000157]"
"993",37973,"","FBgn0000157","Dll","Distal-less [Source:FlyBase;Acc:FBgn0000157]"
"994",42602,"Q9VD44","FBgn0038934","Gld2","GLD2 poly(A) polymerase [Source:FlyBase;Acc:FBgn0038934]"
"995",41010,"","FBgn0051259","CG31259",""
"996",41349,"Q9VGR2","FBgn0037880","CG17726",""
"997",39508,"","FBgn0036360","CG10713",""
"998",38278,"","FBgn0035313","CG13810",""
"999",34470,"","FBgn0032284","CG7294",""
"1000",31785,"","FBgn0014465","Cp7Fb","Chorion protein b at 7F [Source:FlyBase;Acc:FBgn0014465]"
"1001",39916,"P47949","FBgn0010424","TpnC73F","Troponin C at 73F [Source:FlyBase;Acc:FBgn0010424]"
"1002",42056,"Q9VEP1","FBgn0038471","CG5220",""
"1003",41248,"Q9VH14","FBgn0025879","Timp","Tissue inhibitor of metalloproteases [Source:FlyBase;Acc:FBgn0025879]"
"1004",43126,"","FBgn0039380","CG5890",""
"1005",41530,"","FBgn0038047","CG5245",""
"1006",44787,"","FBgn0029002","miple2","midkine and pleiotrophin 2 [Source:FlyBase;Acc:FBgn0029002]"
"1007",37104,"Q8T0R7","FBgn0064237","Idgf5","Imaginal disc growth factor 5 [Source:FlyBase;Acc:FBgn0064237]"
"1008",41722,"","FBgn0038207","CG14356",""
"1009",42683,"Q9VCW0","FBgn0039007","CCAP","Crustacean cardioactive peptide [Source:FlyBase;Acc:FBgn0039007]"
"1010",3771941,"P84040","FBgn0053885","His4:CG33885",""
"1011",3772254,"P84040","FBgn0053885","His4:CG33885",""
"1012",3772325,"P84040","FBgn0053885","His4:CG33885",""
"1013",3772319,"P84040","FBgn0053885","His4:CG33885",""
"1014",3772113,"P84040","FBgn0053885","His4:CG33885",""
"1015",3772129,"P84040","FBgn0053885","His4:CG33885",""
"1016",3771935,"P84040","FBgn0053885","His4:CG33885",""
"1017",3771854,"P84040","FBgn0053885","His4:CG33885",""
"1018",3772519,"P84040","FBgn0053885","His4:CG33885",""
"1019",3772211,"P84040","FBgn0053885","His4:CG33885",""
"1020",41773,"P84040","FBgn0053885","His4:CG33885",""
"1021",3772509,"P84040","FBgn0053885","His4:CG33885",""
"1022",3772666,"P84040","FBgn0053885","His4:CG33885",""
"1023",3772314,"P84040","FBgn0053885","His4:CG33885",""
"1024",3771908,"P84040","FBgn0053885","His4:CG33885",""
"1025",3771893,"P84040","FBgn0053885","His4:CG33885",""
"1026",3772317,"P84040","FBgn0053885","His4:CG33885",""
"1027",3771947,"P84040","FBgn0053885","His4:CG33885",""
"1028",3771938,"P84040","FBgn0053885","His4:CG33885",""
"1029",3772708,"P84040","FBgn0053885","His4:CG33885",""
"1030",3772172,"P84040","FBgn0053885","His4:CG33885",""
"1031",318846,"P84040","FBgn0053885","His4:CG33885",""
"1032",3772096,"P84040","FBgn0053885","His4:CG33885",""
"1033",7354470,"","FBgn0259821","CG42402",""
"1034",34221,"","FBgn0032084","CG13101",""
"1035",36342,"","FBgn0053012","CG33012",""
"1036",34714,"","FBgn0032480","Edem2","ER degradation enhancer, mannosidase alpha-like 2 [Source:FlyBase;Acc:FBgn0032480]"
"1037",42003,"P17719","FBgn0004087","Dhfr","Dihydrofolate reductase [Source:FlyBase;Acc:FBgn0004087]"
"1038",40315,"Q9VP95","FBgn0037036","Sems","Seminase [Source:FlyBase;Acc:FBgn0037036]"
"1039",46391,"Q9VAN0","FBgn0014427","CG11899",""
"1040",33221,"","FBgn0031257","CG4133",""
"1041",37641,"","FBgn0034797","nahoda",""
"1042",31124,"","FBgn0024897","b6",""
"1043",34188,"","FBgn0032055","CG13091",""
"1044",39270,"Q9VTH4","FBgn0041094","scyl","scylla [Source:FlyBase;Acc:FBgn0041094]"
"1045",36674,"Q9V785","FBgn0033988","pcs","parcas [Source:FlyBase;Acc:FBgn0033988]"
"1046",42024,"","FBgn0038452","CG14905",""
"1047",3772345,"P84051","FBgn0053847","His2A:CG33847",""
"1048",3771783,"P84051","FBgn0053847","His2A:CG33847",""
"1049",3772541,"P84051","FBgn0053847","His2A:CG33847",""
"1050",3772351,"P84051","FBgn0053847","His2A:CG33847",""
"1051",3772632,"P84051","FBgn0053847","His2A:CG33847",""
"1052",318855,"P84051","FBgn0053847","His2A:CG33847",""
"1053",3772148,"P84051","FBgn0053847","His2A:CG33847",""
"1054",3772565,"P84051","FBgn0053847","His2A:CG33847",""
"1055",3772278,"P84051","FBgn0053847","His2A:CG33847",""
"1056",3772448,"P84051","FBgn0053847","His2A:CG33847",""
"1057",3772447,"P84051","FBgn0053847","His2A:CG33847",""
"1058",3772360,"P84051","FBgn0053847","His2A:CG33847",""
"1059",3771774,"P84051","FBgn0053847","His2A:CG33847",""
"1060",3772505,"P84051","FBgn0053847","His2A:CG33847",""
"1061",3771785,"P84051","FBgn0053847","His2A:CG33847",""
"1062",3772618,"P84051","FBgn0053847","His2A:CG33847",""
"1063",3772282,"P84051","FBgn0053847","His2A:CG33847",""
"1064",36489,"","FBgn0019928","Ser8",""
"1065",36173,"","FBgn0267849","Syx7","Syntaxin 7 [Source:FlyBase;Acc:FBgn0267849]"
"1066",34896,"","FBgn0261268","Cul3","Cullin 3 [Source:FlyBase;Acc:FBgn0261268]"
"1067",48782,"","FBgn0001986","Mtr4","Mtr4 helicase [Source:FlyBase;Acc:FBgn0001986]"
"1068",34119,"P05205","FBgn0003607","Su(var)205","Suppressor of variegation 205 [Source:FlyBase;Acc:FBgn0003607]"
"1069",34215,"Q7K237","FBgn0032078","C1GalTA","Core 1 Galactosyltransferase A [Source:FlyBase;Acc:FBgn0032078]"
"1070",5740702,"","FBgn0085462","CG34433",""
"1071",41305,"","FBgn0037843","CG4511",""
"1072",42145,"","FBgn0038551","Odj","Oddjob [Source:FlyBase;Acc:FBgn0038551]"
"1073",246667,"","FBgn0043532","Obp56i","Odorant-binding protein 56i [Source:FlyBase;Acc:FBgn0043532]"
"1074",32159,"","FBgn0000808","gd","gastrulation-defective [Source:FlyBase;Acc:FBgn0000808]"
"1075",32159,"O62589","FBgn0000808","gd","gastrulation-defective [Source:FlyBase;Acc:FBgn0000808]"
"1076",326199,"","FBgn0052202","CG32202",""
"1077",40142,"","FBgn0036895","ms(3)76Cc","male sterile (3) 76Cc [Source:FlyBase;Acc:FBgn0036895]"
"1078",41467,"","FBgn0037987","CG14739",""
"1079",19834892,"","FBgn0266455","CG45080",""
"1080",33610,"","FBgn0031575","Cep97","Centrosomal protein 97kDa [Source:FlyBase;Acc:FBgn0031575]"
"1081",36537,"","FBgn0033880","CG6553",""
"1082",33330,"","FBgn0051661","CG31661",""
"1083",32785,"","FBgn0283476","Dhc16F","Dynein heavy chain at 16F [Source:FlyBase;Acc:FBgn0283476]"
"1084",34917,"","FBgn0028947","CG11865",""
"1085",35812,"","FBgn0033287","CG8701",""
"1086",35338,"","FBgn0032882","Ns4","Nucleostemin 4 [Source:FlyBase;Acc:FBgn0032882]"
"1087",5740507,"","FBgn0085288","CG34259",""
"1088",42000,"Q9XZ58","FBgn0027053","CSN5","COP9 signalosome subunit 5 [Source:FlyBase;Acc:FBgn0027053]"
"1089",42000,"","FBgn0027053","CSN5","COP9 signalosome subunit 5 [Source:FlyBase;Acc:FBgn0027053]"
"1090",33321,"","FBgn0031333","CG5561",""
"1091",34314,"","FBgn0025700","CG5885",""
"1092",44978,"Q9U4L6","FBgn0016041","Tom40","Translocase of outer membrane 40 [Source:FlyBase;Acc:FBgn0016041]"
"1093",43269,"","FBgn0039490","CG5882",""
"1094",43666,"","FBgn0039811","CG15550",""
"1095",35196,"Q9VIZ0","FBgn0086447","l(2)37Cg","lethal (2) 37Cg [Source:FlyBase;Acc:FBgn0086447]"
"1096",35196,"","FBgn0086447","l(2)37Cg","lethal (2) 37Cg [Source:FlyBase;Acc:FBgn0086447]"
"1097",42313,"P10041","FBgn0000463","Dl","dorsal [Source:FlyBase;Acc:FBgn0000463]"
"1098",37585,"","FBgn0034748","CG17807",""
"1099",36661,"Q9V771","FBgn0033978","Cyp6a23",""
"1100",59176,"","FBgn0042138","CG18815",""
"1101",41931,"","FBgn0038381","EndoU","Endoribonuclease U-specific [Source:FlyBase;Acc:FBgn0038381]"
"1102",32249,"","FBgn0030440","CG15719",""
"1103",43578,"","FBgn0039744","CG15526",""
"1104",43078,"","FBgn0039336","CG4553",""
"1105",37619,"","FBgn0086408","stl","stall [Source:FlyBase;Acc:FBgn0086408]"
"1106",37910,"Q27575","FBgn0017556","Prosalpha4T2","Proteasome alpha4 subunit, Testis-specific 2 [Source:FlyBase;Acc:FBgn0017556]"
