"","entrezgene","uniprot_gn","ensembl_gene_id","external_gene_name","description"
"6899",NA,"","ENSPTRG00000033550","",""
"6900",NA,"","ENSPTRG00000043452","",""
"6901",NA,"","ENSPTRG00000031902","RF00100",""
"6902",470129,"","ENSPTRG00000029530","",""
"6903",NA,"","ENSPTRG00000045533","RF00003",""
"6904",NA,"","ENSPTRG00000040796","",""
"6905",NA,"","ENSPTRG00000046063","RF00026","RNA, U6 small nuclear 125, pseudogene [Source:HGNC Symbol;Acc:HGNC:47088]"
"6906",NA,"","ENSPTRG00000046776","MIR3653","microRNA 3653 [Source:HGNC Symbol;Acc:HGNC:38971]"
"6907",NA,"","ENSPTRG00000050244","",""
"6908",NA,"","ENSPTRG00000026880","RF00026","RNA, U6 small nuclear 935, pseudogene [Source:HGNC Symbol;Acc:HGNC:47898]"
"6909",NA,"","ENSPTRG00000027251","RF00100","RNA, 7SK small nuclear pseudogene 243 [Source:HGNC Symbol;Acc:HGNC:45967]"
"6910",NA,"","ENSPTRG00000032096","RF00026","RNA, U6 small nuclear 457, pseudogene [Source:HGNC Symbol;Acc:HGNC:47420]"
"6911",466993,"","ENSPTRG00000004984","KRT72","keratin 72 [Source:VGNC Symbol;Acc:VGNC:14413]"
"6912",466402,"","ENSPTRG00000028727","OR56A3","olfactory receptor family 56 subfamily A member 3 [Source:VGNC Symbol;Acc:VGNC:6531]"
"6913",466008,"","ENSPTRG00000043067","CALML3","calmodulin like 3 [Source:HGNC Symbol;Acc:HGNC:1452]"
"6914",NA,"","ENSPTRG00000042128","",""
"6915",NA,"","ENSPTRG00000048710","",""
"6916",NA,"","ENSPTRG00000051359","",""
"6917",451618,"H2RD37","ENSPTRG00000004393","ARHGEF12","Rho guanine nucleotide exchange factor 12 [Source:VGNC Symbol;Acc:VGNC:3208]"
"6918",451618,"K7DMX3","ENSPTRG00000004393","ARHGEF12","Rho guanine nucleotide exchange factor 12 [Source:VGNC Symbol;Acc:VGNC:3208]"
"6919",NA,"","ENSPTRG00000041388","",""
"6920",NA,"","ENSPTRG00000026018","RF00026","RNA, U6 small nuclear 540, pseudogene [Source:HGNC Symbol;Acc:HGNC:47503]"
"6921",NA,"","ENSPTRG00000027852","ptr-mir-331","ptr-mir-331 [Source:miRBase;Acc:MI0008622]"
"6922",NA,"","ENSPTRG00000036806","RF00100","RNA, 7SK small nuclear pseudogene 83 [Source:HGNC Symbol;Acc:HGNC:45807]"
"6923",NA,"","ENSPTRG00000033229","RF00026","RNA, U6 small nuclear 332, pseudogene [Source:HGNC Symbol;Acc:HGNC:47295]"
"6924",NA,"","ENSPTRG00000045516","",""
"6925",NA,"","ENSPTRG00000051315","RF00026",""
"6926",469725,"","ENSPTRG00000002155","CHRM3","cholinergic receptor muscarinic 3 [Source:VGNC Symbol;Acc:VGNC:8317]"
"6927",100614374,"","ENSPTRG00000022289","PLAC1","placenta specific 1 [Source:VGNC Symbol;Acc:VGNC:1521]"
"6928",NA,"","ENSPTRG00000050903","",""
"6929",NA,"","ENSPTRG00000048328","",""
"6930",745752,"H2QSQ6","ENSPTRG00000018006","FKBPL","FK506 binding protein like [Source:VGNC Symbol;Acc:VGNC:11079]"
"6931",107975109,"H2QSQ6","ENSPTRG00000018006","FKBPL","FK506 binding protein like [Source:VGNC Symbol;Acc:VGNC:11079]"
"6932",NA,"","ENSPTRG00000035550","RF00026","RNA, U6 small nuclear 1092, pseudogene [Source:HGNC Symbol;Acc:HGNC:48055]"
"6933",NA,"","ENSPTRG00000043958","RF00026",""
"6934",NA,"","ENSPTRG00000045742","",""
"6935",NA,"","ENSPTRG00000051454","RF00026","RNA, U6 small nuclear 359, pseudogene [Source:HGNC Symbol;Acc:HGNC:47322]"
"6936",468224,"","ENSPTRG00000009037","CCL18","C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]"
"6937",NA,"","ENSPTRG00000036790","RF00100",""
"6938",465767,"","ENSPTRG00000022114","BEX5","brain expressed X-linked 5 [Source:VGNC Symbol;Acc:VGNC:1409]"
"6939",NA,"","ENSPTRG00000043165","",""
"6940",744983,"","ENSPTRG00000030400","",""
"6941",NA,"","ENSPTRG00000027853","ptr-mir-23b","ptr-mir-23b [Source:miRBase;Acc:MI0002499]"
"6942",736912,"H2QRX5","ENSPTRG00000017484","TTC1","tetratricopeptide repeat domain 1 [Source:VGNC Symbol;Acc:VGNC:4213]"
"6943",NA,"","ENSPTRG00000040262","",""
"6944",NA,"","ENSPTRG00000032780","RF00026","RNA, U6 small nuclear 930, pseudogene [Source:HGNC Symbol;Acc:HGNC:47893]"
"6945",NA,"","ENSPTRG00000042711","RF00026","RNA, U6 small nuclear 869, pseudogene [Source:HGNC Symbol;Acc:HGNC:47832]"
"6946",NA,"","ENSPTRG00000027020","RF00026","RNA, U6 small nuclear 1167, pseudogene [Source:HGNC Symbol;Acc:HGNC:48130]"
"6947",NA,"","ENSPTRG00000037186","RF00100",""
"6948",NA,"","ENSPTRG00000039021","MIR3115","microRNA 3115 [Source:HGNC Symbol;Acc:HGNC:38371]"
"6949",NA,"","ENSPTRG00000052850","",""
"6950",468413,"H2QDH3","ENSPTRG00000009430","NOG","noggin [Source:VGNC Symbol;Acc:VGNC:9602]"
"6951",NA,"","ENSPTRG00000045087","",""
"6952",457687,"H2Q113","ENSPTRG00000001925","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:VGNC Symbol;Acc:VGNC:8091]"
"6953",450205,"","ENSPTRG00000011472","KIR2DL4","killer cell immunoglobulin-like receptor 2DL4 precursor  [Source:RefSeq peptide;Acc:NP_001181862]"
"6954",100609163,"","ENSPTRG00000014416","DNAJB7","DnaJ heat shock protein family (Hsp40) member B7 [Source:VGNC Symbol;Acc:VGNC:12867]"
"6955",NA,"","ENSPTRG00000040485","MIR4458","microRNA 4458 [Source:HGNC Symbol;Acc:HGNC:41674]"
"6956",NA,"","ENSPTRG00000037778","RF00026","RNA, U6 small nuclear 557, pseudogene [Source:HGNC Symbol;Acc:HGNC:47520]"
"6957",NA,"","ENSPTRG00000050766","RF00026","RNA, U6 small nuclear 246, pseudogene [Source:HGNC Symbol;Acc:HGNC:47209]"
"6958",NA,"","ENSPTRG00000025738","RF00026",""
"6959",NA,"","ENSPTRG00000035374","RF00026","RNA, U6 small nuclear 298, pseudogene [Source:HGNC Symbol;Acc:HGNC:47261]"
"6960",NA,"","ENSPTRG00000033478","",""
"6961",NA,"","ENSPTRG00000034816","ptr-mir-1262","ptr-mir-1262 [Source:miRBase;Acc:MI0008466]"
"6962",101058262,"","ENSPTRG00000050479","","uncharacterized protein LOC101058262  [Source:RefSeq peptide;Acc:NP_001267375]"
"6963",451725,"K7DSG5","ENSPTRG00000004141","PICALM","phosphatidylinositol binding clathrin assembly protein [Source:VGNC Symbol;Acc:VGNC:3070]"
"6964",100608057,"H2QY45","ENSPTRG00000021519","SURF4","surfeit 4 [Source:VGNC Symbol;Acc:VGNC:14397]"
"6965",NA,"","ENSPTRG00000027499","RF00026","RNA, U6 small nuclear 873, pseudogene [Source:HGNC Symbol;Acc:HGNC:47836]"
"6966",NA,"","ENSPTRG00000042779","RF00026","RNA, U6 small nuclear 1201, pseudogene [Source:HGNC Symbol;Acc:HGNC:48164]"
"6967",451841,"","ENSPTRG00000004846","TWF1","twinfilin actin binding protein 1 [Source:VGNC Symbol;Acc:VGNC:5640]"
"6968",NA,"","ENSPTRG00000048573","",""
"6969",NA,"","ENSPTRG00000040187","",""
"6970",NA,"","ENSPTRG00000048435","",""
"6971",NA,"","ENSPTRG00000035316","ptr-mir-1267","ptr-mir-1267 [Source:miRBase;Acc:MI0008471]"
"6972",NA,"","ENSPTRG00000044602","RF00026","RNA, U6 small nuclear 514, pseudogene [Source:HGNC Symbol;Acc:HGNC:47477]"
"6973",NA,"","ENSPTRG00000042909","RF00026",""
"6974",473543,"","ENSPTRG00000048068","PPP4R3C","protein phosphatase 4 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:33146]"
"6975",NA,"","ENSPTRG00000037982","RF00026","RNA, U6 small nuclear 528, pseudogene [Source:HGNC Symbol;Acc:HGNC:47491]"
"6976",738311,"G2HGP0","ENSPTRG00000005995","GPR18","G protein-coupled receptor 18 [Source:VGNC Symbol;Acc:VGNC:5065]"
"6977",100611868,"H2Q8K5","ENSPTRG00000006521","PNMA1","PNMA family member 1 [Source:VGNC Symbol;Acc:VGNC:3357]"
"6978",NA,"","ENSPTRG00000025123","RF00026","RNA, U6 small nuclear 1090, pseudogene [Source:HGNC Symbol;Acc:HGNC:48053]"
"6979",NA,"","ENSPTRG00000051675","",""
"6980",NA,"","ENSPTRG00000052375","",""
"6981",NA,"","ENSPTRG00000027855","ptr-mir-34c","ptr-mir-34c [Source:miRBase;Acc:MI0008633]"
"6982",NA,"","ENSPTRG00000051478","RF00026","RNA, U6 small nuclear 1181, pseudogene [Source:HGNC Symbol;Acc:HGNC:48144]"
"6983",NA,"","ENSPTRG00000036082","RF00026",""
"6984",493891,"J7M7M0","ENSPTRG00000032539","TAS2R13","taste 2 receptor member 13 [Source:VGNC Symbol;Acc:VGNC:13477]"
"6985",493891,"Q646B6","ENSPTRG00000032539","TAS2R13","taste 2 receptor member 13 [Source:VGNC Symbol;Acc:VGNC:13477]"
"6986",NA,"","ENSPTRG00000049823","RF00026","RNA, U6 small nuclear 484, pseudogene [Source:HGNC Symbol;Acc:HGNC:47447]"
"6987",NA,"","ENSPTRG00000035108","",""
"6988",471992,"H2QSW6","ENSPTRG00000018104","KCTD20","potassium channel tetramerization domain containing 20 [Source:VGNC Symbol;Acc:VGNC:3258]"
"6989",NA,"","ENSPTRG00000038922","",""
"6990",NA,"","ENSPTRG00000037094","RF00026","RNA, U6 small nuclear 575, pseudogene [Source:HGNC Symbol;Acc:HGNC:47538]"
"6991",NA,"","ENSPTRG00000047414","ptr-mir-664a","ptr-mir-664a [Source:miRBase;Acc:MI0008848]"
"6992",NA,"","ENSPTRG00000049571","",""
"6993",NA,"","ENSPTRG00000026357","RF00026","RNA, U6 small nuclear 805, pseudogene [Source:HGNC Symbol;Acc:HGNC:47768]"
"6994",NA,"","ENSPTRG00000045381","RF00026",""
"6995",NA,"","ENSPTRG00000038168","RF00026","RNA, U6 small nuclear 1333, pseudogene [Source:HGNC Symbol;Acc:HGNC:48296]"
"6996",NA,"K7AKY8","ENSPTRG00000052388","PAFAH1B3",""
"6997",NA,"","ENSPTRG00000043581","",""
"6998",NA,"","ENSPTRG00000049212","RF00026",""
"6999",NA,"","ENSPTRG00000050824","",""
"7000",NA,"","ENSPTRG00000052347","",""
"7001",NA,"","ENSPTRG00000046363","",""
"7002",NA,"","ENSPTRG00000044255","",""
"7003",NA,"","ENSPTRG00000028113","ptr-mir-635","ptr-mir-635 [Source:miRBase;Acc:MI0008829]"
"7004",NA,"","ENSPTRG00000047889","RF00026","RNA, U6 small nuclear 378, pseudogene [Source:HGNC Symbol;Acc:HGNC:47341]"
"7005",NA,"","ENSPTRG00000035533","RF00026","RNA, U6 small nuclear 380, pseudogene [Source:HGNC Symbol;Acc:HGNC:47343]"
"7006",NA,"","ENSPTRG00000033300","RF00026","RNA, U6 small nuclear 754, pseudogene [Source:HGNC Symbol;Acc:HGNC:47717]"
"7007",NA,"","ENSPTRG00000051879","RF00026","RNA, U6 small nuclear 1117, pseudogene [Source:HGNC Symbol;Acc:HGNC:48080]"
"7008",NA,"","ENSPTRG00000051287","",""
"7009",104003292,"","ENSPTRG00000042879","JUND","JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]"
"7010",493892,"J7M472","ENSPTRG00000004685","TAS2R10","taste 2 receptor member 10 [Source:VGNC Symbol;Acc:VGNC:13476]"
"7011",493892,"Q646B5","ENSPTRG00000004685","TAS2R10","taste 2 receptor member 10 [Source:VGNC Symbol;Acc:VGNC:13476]"
"7012",471542,"","ENSPTRG00000016893","MIER3","MIER family member 3 [Source:VGNC Symbol;Acc:VGNC:7087]"
"7013",100316142,"","ENSPTRG00000043953","ptr-mir-330","ptr-mir-330 [Source:miRBase;Acc:MI0008621]"
"7014",NA,"","ENSPTRG00000027801","ptr-mir-19b-1","ptr-mir-19b-1 [Source:miRBase;Acc:MI0002999]"
"7015",NA,"","ENSPTRG00000026711","RF00026","RNA, U6 small nuclear 1169, pseudogene [Source:HGNC Symbol;Acc:HGNC:48132]"
"7016",NA,"","ENSPTRG00000051325","RF00026","RNA, U6 small nuclear 522, pseudogene [Source:HGNC Symbol;Acc:HGNC:47485]"
"7017",NA,"","ENSPTRG00000049542","RF00026",""
"7018",464870,"","ENSPTRG00000021565","FAM69B","family with sequence similarity 69 member B [Source:VGNC Symbol;Acc:VGNC:4694]"
"7019",NA,"","ENSPTRG00000036474","RF00026","RNA, U6 small nuclear 174, pseudogene [Source:HGNC Symbol;Acc:HGNC:47137]"
"7020",NA,"","ENSPTRG00000050899","MIR3680-2","microRNA 3680-2 [Source:HGNC Symbol;Acc:HGNC:43472]"
"7021",NA,"","ENSPTRG00000046910","",""
"7022",NA,"","ENSPTRG00000034750","ptr-mir-302e","ptr-mir-302e [Source:miRBase;Acc:MI0008603]"
"7023",NA,"","ENSPTRG00000032015","ptr-mir-489","ptr-mir-489 [Source:miRBase;Acc:MI0008686]"
"7024",NA,"","ENSPTRG00000026192","RF00026","RNA, U6 small nuclear 888, pseudogene [Source:HGNC Symbol;Acc:HGNC:47851]"
"7025",738958,"H2Q5G1","ENSPTRG00000004684","TAS2R9","taste 2 receptor member 9 [Source:HGNC Symbol;Acc:HGNC:14917]"
"7026",NA,"","ENSPTRG00000046024","RF00026",""
"7027",NA,"","ENSPTRG00000025501","RF00026","RNA, U6 small nuclear 619, pseudogene [Source:HGNC Symbol;Acc:HGNC:47582]"
"7028",746709,"H2QLT6","ENSPTRG00000049204","FAM109B","family with sequence similarity 109 member B [Source:HGNC Symbol;Acc:HGNC:27161]"
"7029",107973381,"","ENSPTRG00000009762","ACTBL2","actin, beta like 2 [Source:VGNC Symbol;Acc:VGNC:11726]"
"7030",104002475,"","ENSPTRG00000046489","NHLRC4","NHL repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26700]"
"7031",NA,"","ENSPTRG00000048721","RF00026","RNA, U6 small nuclear 968, pseudogene [Source:HGNC Symbol;Acc:HGNC:47931]"
"7032",NA,"","ENSPTRG00000027736","ptr-mir-144","ptr-mir-144 [Source:miRBase;Acc:MI0002554]"
"7033",NA,"","ENSPTRG00000050328","MIR6793","microRNA 6793 [Source:HGNC Symbol;Acc:HGNC:50251]"
"7034",747918,"","ENSPTRG00000007165","RBPMS2","RNA binding protein, mRNA processing factor 2 [Source:VGNC Symbol;Acc:VGNC:13416]"
"7035",454426,"","ENSPTRG00000008557","OR1G1","olfactory receptor family 1 subfamily G member 1 [Source:VGNC Symbol;Acc:VGNC:9493]"
"7036",461878,"G2HF81","ENSPTRG00000016864","NDUFS4","NADH:ubiquinone oxidoreductase subunit S4 [Source:VGNC Symbol;Acc:VGNC:4096]"
"7037",NA,"","ENSPTRG00000041293","",""
"7038",NA,"","ENSPTRG00000047453","RF00026","RNA, U6 small nuclear 1039, pseudogene [Source:HGNC Symbol;Acc:HGNC:48002]"
"7039",NA,"","ENSPTRG00000050441","RF00026",""
"7040",NA,"","ENSPTRG00000042735","RF00026","RNA, U6 small nuclear 1219, pseudogene [Source:HGNC Symbol;Acc:HGNC:48182]"
"7041",NA,"","ENSPTRG00000042442","",""
"7042",NA,"","ENSPTRG00000036644","RF00026",""
"7043",NA,"","ENSPTRG00000027854","",""
"7044",NA,"","ENSPTRG00000048625","",""
"7045",NA,"","ENSPTRG00000033344","RF00026",""
"7046",NA,"","ENSPTRG00000038129","RF00026",""
"7047",NA,"","ENSPTRG00000044657","",""
"7048",NA,"","ENSPTRG00000037351","RF00026","RNA, U6 small nuclear 994, pseudogene [Source:HGNC Symbol;Acc:HGNC:47957]"
"7049",NA,"","ENSPTRG00000034956","ptr-mir-1307","ptr-mir-1307 [Source:miRBase;Acc:MI0008526]"
"7050",NA,"","ENSPTRG00000035986","RF00026","RNA, U6 small nuclear 875, pseudogene [Source:HGNC Symbol;Acc:HGNC:47838]"
"7051",NA,"","ENSPTRG00000049630","MIR7154","microRNA 7154 [Source:HGNC Symbol;Acc:HGNC:49972]"
"7052",466173,"","ENSPTRG00000045244","SFRP5","secreted frizzled related protein 5 [Source:HGNC Symbol;Acc:HGNC:10779]"
"7053",469488,"","ENSPTRG00000001298","LINGO4","leucine rich repeat and Ig domain containing 4 [Source:VGNC Symbol;Acc:VGNC:1300]"
"7054",747181,"","ENSPTRG00000046747","FGF6","fibroblast growth factor 6 [Source:HGNC Symbol;Acc:HGNC:3684]"
"7055",NA,"","ENSPTRG00000040476","MIR2681","microRNA 2681 [Source:HGNC Symbol;Acc:HGNC:41532]"
"7056",NA,"","ENSPTRG00000025261","RF00003","RNA, U1 small nuclear 93, pseudogene [Source:HGNC Symbol;Acc:HGNC:48435]"
"7057",NA,"","ENSPTRG00000044932","",""
"7058",NA,"","ENSPTRG00000027082","RF00026","RNA, U6 small nuclear 54, pseudogene [Source:HGNC Symbol;Acc:HGNC:42544]"
"7059",NA,"","ENSPTRG00000032738","RF00026","RNA, U6 small nuclear 1242, pseudogene [Source:HGNC Symbol;Acc:HGNC:48205]"
"7060",NA,"","ENSPTRG00000027814","ptr-mir-193a","ptr-mir-193a [Source:miRBase;Acc:MI0008566]"
"7061",NA,"","ENSPTRG00000035253","",""
"7062",NA,"","ENSPTRG00000025319","RF00026","RNA, U6 small nuclear 187, pseudogene [Source:HGNC Symbol;Acc:HGNC:47150]"
"7063",NA,"","ENSPTRG00000037010","RF00026","RNA, U6 small nuclear 107, pseudogene [Source:HGNC Symbol;Acc:HGNC:47070]"
"7064",NA,"","ENSPTRG00000041440","MIR4705","microRNA 4705 [Source:HGNC Symbol;Acc:HGNC:41567]"
"7065",NA,"","ENSPTRG00000045601","",""
"7066",NA,"","ENSPTRG00000034629","ptr-mir-1825","ptr-mir-1825 [Source:miRBase;Acc:MI0008559]"
"7067",NA,"","ENSPTRG00000044558","",""
"7068",NA,"","ENSPTRG00000037212","RF00026","RNA, U6 small nuclear 789, pseudogene [Source:HGNC Symbol;Acc:HGNC:47752]"
"7069",NA,"","ENSPTRG00000036212","RF00026",""
"7070",466812,"","ENSPTRG00000028374","OR6M1","olfactory receptor family 6 subfamily M member 1 [Source:VGNC Symbol;Acc:VGNC:13369]"
"7071",NA,"","ENSPTRG00000036767","RF00026",""
"7072",NA,"","ENSPTRG00000042180","",""
"7073",471883,"","ENSPTRG00000050249","",""
"7074",100610052,"","ENSPTRG00000050249","",""
"7075",473860,"","ENSPTRG00000021733","KLHL34","kelch like family member 34 [Source:VGNC Symbol;Acc:VGNC:14693]"
"7076",NA,"","ENSPTRG00000037600","RF00026","RNA, U6 small nuclear 180, pseudogene [Source:HGNC Symbol;Acc:HGNC:47143]"
"7077",460462,"H2QMT6","ENSPTRG00000015037","CCDC66","coiled-coil domain containing 66 [Source:VGNC Symbol;Acc:VGNC:1761]"
"7078",NA,"","ENSPTRG00000048093","",""
"7079",NA,"","ENSPTRG00000039414","MIR3119-2","microRNA 3119-2 [Source:HGNC Symbol;Acc:HGNC:38315]"
"7080",NA,"","ENSPTRG00000044006","",""
"7081",NA,"","ENSPTRG00000036344","RF00026",""
"7082",NA,"","ENSPTRG00000038449","RF00026",""
"7083",NA,"","ENSPTRG00000033204","RF00026",""
"7084",NA,"","ENSPTRG00000050159","",""
"7085",468623,"","ENSPTRG00000043415","",""
"7086",NA,"","ENSPTRG00000037554","RF00026",""
"7087",464179,"","ENSPTRG00000044848","",""
"7088",NA,"","ENSPTRG00000032291","",""
"7089",NA,"","ENSPTRG00000047653","MIR4708","microRNA 4708 [Source:HGNC Symbol;Acc:HGNC:41824]"
"7090",NA,"","ENSPTRG00000035470","RF00026",""
"7091",NA,"","ENSPTRG00000039380","",""
"7092",NA,"","ENSPTRG00000026449","RF00026","RNA, U6 small nuclear 633, pseudogene [Source:HGNC Symbol;Acc:HGNC:47596]"
"7093",NA,"","ENSPTRG00000025144","RF00026","RNA, U6 small nuclear 815, pseudogene [Source:HGNC Symbol;Acc:HGNC:47778]"
"7094",NA,"","ENSPTRG00000043679","RF01210","small nucleolar RNA, C/D box 13 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10112]"
"7095",NA,"","ENSPTRG00000048882","IGKV1-27","immunoglobulin kappa variable 1-27 [Source:HGNC Symbol;Acc:HGNC:5735]"
"7096",469583,"H2Q0L9","ENSPTRG00000001685","PIGC","phosphatidylinositol glycan anchor biosynthesis class C [Source:VGNC Symbol;Acc:VGNC:6134]"
"7097",472807,"","ENSPTRG00000020379","CHMP4C","charged multivesicular body protein 4C [Source:VGNC Symbol;Acc:VGNC:914]"
"7098",NA,"","ENSPTRG00000052098","",""
"7099",462297,"","ENSPTRG00000017569","UNC5A","unc-5 netrin receptor A [Source:VGNC Symbol;Acc:VGNC:4220]"
"7100",NA,"","ENSPTRG00000035505","RF00026","RNA, U6 small nuclear 141, pseudogene [Source:HGNC Symbol;Acc:HGNC:47104]"
"7101",NA,"","ENSPTRG00000044269","ptr-mir-892b","ptr-mir-892b [Source:miRBase;Acc:MI0012561]"
"7102",NA,"","ENSPTRG00000049149","MIR6842","microRNA 6842 [Source:HGNC Symbol;Acc:HGNC:50254]"
"7103",NA,"","ENSPTRG00000046368","RF00026","RNA, U6 small nuclear 990, pseudogene [Source:HGNC Symbol;Acc:HGNC:47953]"
"7104",NA,"","ENSPTRG00000041249","",""
"7105",NA,"","ENSPTRG00000037959","RF00026","RNA, U6 small nuclear 1149, pseudogene [Source:HGNC Symbol;Acc:HGNC:48112]"
"7106",NA,"","ENSPTRG00000046464","RF00026",""
"7107",107966257,"","ENSPTRG00000021127","FAM120A","family with sequence similarity 120A [Source:VGNC Symbol;Acc:VGNC:4688]"
"7108",NA,"","ENSPTRG00000049882","",""
"7109",472176,"","ENSPTRG00000018763","MAS1","MAS1 proto-oncogene, G protein-coupled receptor [Source:VGNC Symbol;Acc:VGNC:11114]"
"7110",NA,"","ENSPTRG00000026603","RF00026","RNA, U6 small nuclear 704, pseudogene [Source:HGNC Symbol;Acc:HGNC:47667]"
"7111",470780,"K7BCN0","ENSPTRG00000014722","CNOT10","CCR4-NOT transcription complex subunit 10 [Source:VGNC Symbol;Acc:VGNC:7038]"
"7112",NA,"","ENSPTRG00000045322","",""
"7113",NA,"","ENSPTRG00000050453","",""
"7114",100611709,"","ENSPTRG00000046047","TMEM221","transmembrane protein 221 [Source:HGNC Symbol;Acc:HGNC:21943]"
"7115",NA,"","ENSPTRG00000046515","ptr-mir-1298","ptr-mir-1298 [Source:miRBase;Acc:MI0008502]"
"7116",NA,"","ENSPTRG00000036807","RF00026","RNA, U6 small nuclear 561, pseudogene [Source:HGNC Symbol;Acc:HGNC:47524]"
"7117",463521,"H2QUW7","ENSPTRG00000044080","CLDN12","claudin 12 [Source:HGNC Symbol;Acc:HGNC:2034]"
"7118",107968591,"","ENSPTRG00000049850","",""
"7119",NA,"","ENSPTRG00000051469","RF00026","RNA, U6 small nuclear 1266, pseudogene [Source:HGNC Symbol;Acc:HGNC:48229]"
"7120",NA,"","ENSPTRG00000037378","RF00026","RNA, U6 small nuclear 1225, pseudogene [Source:HGNC Symbol;Acc:HGNC:48188]"
"7121",NA,"","ENSPTRG00000042129","MIR4420","microRNA 4420 [Source:HGNC Symbol;Acc:HGNC:41772]"
"7122",NA,"","ENSPTRG00000050608","MIR6794","microRNA 6794 [Source:HGNC Symbol;Acc:HGNC:50117]"
"7123",NA,"","ENSPTRG00000044275","ptr-mir-892b","ptr-mir-892b [Source:miRBase;Acc:MI0012561]"
"7124",NA,"","ENSPTRG00000037943","RF00026","RNA, U6 small nuclear 687, pseudogene [Source:HGNC Symbol;Acc:HGNC:47650]"
"7125",NA,"","ENSPTRG00000024943","RF00026",""
"7126",NA,"","ENSPTRG00000031717","RF00026",""
"7127",NA,"","ENSPTRG00000034574","ptr-mir-1298","ptr-mir-1298 [Source:miRBase;Acc:MI0008502]"
"7128",NA,"","ENSPTRG00000024422","RF00026","RNA, U6 small nuclear 84, pseudogene [Source:HGNC Symbol;Acc:HGNC:47047]"
"7129",NA,"","ENSPTRG00000021078","",""
"7130",458827,"","ENSPTRG00000014360","SLC16A8","solute carrier family 16 member 8 [Source:VGNC Symbol;Acc:VGNC:7800]"
"7131",NA,"","ENSPTRG00000045898","",""
"7132",NA,"","ENSPTRG00000044856","RF00026","RNA, U6 small nuclear 661, pseudogene [Source:HGNC Symbol;Acc:HGNC:47624]"
"7133",NA,"","ENSPTRG00000049271","",""
"7134",NA,"","ENSPTRG00000040090","",""
"7135",NA,"","ENSPTRG00000027073","RF00026","RNA, U6 small nuclear 755, pseudogene [Source:HGNC Symbol;Acc:HGNC:47718]"
"7136",NA,"","ENSPTRG00000047065","",""
"7137",NA,"","ENSPTRG00000049198","RF00026",""
"7138",NA,"","ENSPTRG00000050978","RF00026","RNA, U6 small nuclear 230, pseudogene [Source:HGNC Symbol;Acc:HGNC:47193]"
"7139",101056959,"","ENSPTRG00000034414","",""
"7140",NA,"","ENSPTRG00000049867","RF00026",""
"7141",NA,"","ENSPTRG00000043185","",""
"7142",NA,"","ENSPTRG00000043642","",""
"7143",NA,"","ENSPTRG00000043759","",""
"7144",NA,"","ENSPTRG00000026444","RF00026","RNA, U6 small nuclear 406, pseudogene [Source:HGNC Symbol;Acc:HGNC:47369]"
"7145",NA,"","ENSPTRG00000025640","RF00026",""
"7146",NA,"","ENSPTRG00000040294","MIR3064","microRNA 3064 [Source:HGNC Symbol;Acc:HGNC:41652]"
"7147",NA,"","ENSPTRG00000036173","RF00026",""
"7148",466596,"","ENSPTRG00000003674","OR9Q2","olfactory receptor family 9 subfamily Q member 2 [Source:VGNC Symbol;Acc:VGNC:6539]"
"7149",NA,"","ENSPTRG00000051394","",""
"7150",NA,"","ENSPTRG00000034986","",""
"7151",465184,"H2Q729","ENSPTRG00000005560","KDM2B","lysine demethylase 2B [Source:VGNC Symbol;Acc:VGNC:8429]"
"7152",NA,"","ENSPTRG00000035759","RF00026","RNA, U6 small nuclear 564, pseudogene [Source:HGNC Symbol;Acc:HGNC:47527]"
"7153",NA,"","ENSPTRG00000040668","MIR3157","microRNA 3157 [Source:HGNC Symbol;Acc:HGNC:38172]"
"7154",NA,"","ENSPTRG00000032358","ptr-mir-487a","ptr-mir-487a [Source:miRBase;Acc:MI0008683]"
"7155",NA,"","ENSPTRG00000043987","RF00026",""
"7156",107966360,"","ENSPTRG00000052009","",""
"7157",NA,"","ENSPTRG00000027041","RF00026","RNA, U6 small nuclear 938, pseudogene [Source:HGNC Symbol;Acc:HGNC:47901]"
"7158",NA,"","ENSPTRG00000046383","GDF5OS","growth differentiation factor 5 opposite strand [Source:HGNC Symbol;Acc:HGNC:33435]"
"7159",NA,"","ENSPTRG00000048575","RF00003",""
"7160",107966136,"","ENSPTRG00000051211","",""
"7161",NA,"","ENSPTRG00000052048","",""
"7162",NA,"","ENSPTRG00000049138","TRBV28","T cell receptor beta variable 28 [Source:HGNC Symbol;Acc:HGNC:12209]"
"7163",466707,"","ENSPTRG00000049248","RNF169","ring finger protein 169 [Source:HGNC Symbol;Acc:HGNC:26961]"
"7164",NA,"","ENSPTRG00000050465","",""
"7165",NA,"","ENSPTRG00000027666","ptr-mir-181c","ptr-mir-181c [Source:miRBase;Acc:MI0002812]"
"7166",NA,"","ENSPTRG00000025187","RF00026","RNA, U6 small nuclear 682, pseudogene [Source:HGNC Symbol;Acc:HGNC:47645]"
"7167",NA,"","ENSPTRG00000035815","RF00026",""
